ID,y
1,78.5561561096
2,96.183481022
3,78.3691040071
4,78.6361468268
5,113.424756383
8,93.5871027839
10,112.406907868
11,93.9276743544
12,116.561216423
14,94.0324625215
15,116.370615538
16,103.815549208
17,96.2801281309
19,94.1205635395
20,104.052701744
21,96.5063746473
22,116.667250568
23,96.2801281309
26,95.9665351049
28,94.2357208238
29,96.2801281309
33,96.2801281309
35,94.3482193334
41,96.2801281309
42,94.2678368837
43,116.675232927
45,103.290820414
46,104.707572337
51,94.0702794125
53,78.9778884443
55,113.676671575
56,94.3761491959
57,104.397576162
58,94.5101953633
59,103.926378462
63,112.662298911
64,94.2501683821
65,104.080571569
69,94.1267183013
71,94.3732969591
72,104.075305346
73,94.393010872
76,103.972488963
77,104.064739193
78,116.515493018
82,94.5325915299
83,104.080571569
84,93.9851607557
85,104.134566807
87,112.810696776
88,96.2801281309
89,112.726010008
91,93.9049166009
93,94.6371487745
94,104.512489076
95,94.1884653651
96,112.767963775
97,94.3211480743
98,112.771182124
99,93.9087820359
101,104.288111216
103,112.726010008
104,95.5916516304
105,112.739809136
110,94.7658760654
111,112.465569364
113,113.028875561
114,94.6867580021
115,113.456260794
117,112.726010008
120,94.4866605828
121,113.672523292
122,93.9838565969
123,113.68667048
126,113.095981685
132,112.927061179
135,104.269619699
137,104.662999072
138,94.9549797891
140,94.0435205126
142,113.431070003
144,113.347587663
148,92.9096973497
149,113.318075746
155,94.3155828556
156,113.021278676
157,94.3211480743
162,113.540516035
163,94.5728549301
167,94.2446774774
172,116.675232927
179,113.046162785
180,94.4242275446
181,112.033321086
182,94.491720664
183,112.726010008
185,112.726010008
187,113.176723849
188,94.393010872
189,94.6616338824
191,94.3084206104
192,113.470609086
193,94.3358529304
194,113.225196701
195,94.4405664986
196,113.184827481
198,96.7193606053
199,112.963152672
201,103.861977745
204,95.1122065147
205,104.672150486
206,94.1553635899
210,93.9838269417
211,104.288111216
216,112.774580779
219,116.561216423
220,94.1178215318
221,112.393822841
226,112.033321086
227,94.2569988496
228,112.871520313
230,113.377038011
231,94.3211480743
235,116.667250568
236,94.1003625009
238,112.862098684
242,104.683305216
243,94.0249910136
244,78.7974692818
245,113.219153769
247,112.942703152
248,94.2925620297
249,94.1959551816
250,113.380074442
251,94.1003625009
253,116.667250568
254,94.0917393562
256,94.0439267629
257,94.21866192
258,113.589542801
259,94.7896345053
262,78.8285886927
266,94.3521557643
267,113.086402565
272,103.787038957
273,112.726010008
275,94.4459978721
276,112.998836139
279,94.4142384606
280,104.080571569
283,94.2635492588
285,112.871520313
288,112.726010008
289,94.5761534065
290,103.994450229
291,94.2465927942
292,112.57792913
293,112.452003653
296,94.2570592414
297,112.936306323
298,116.616569222
299,94.5325915299
304,94.0587916519
305,78.747101253
306,94.5805505937
307,111.982602696
311,106.810837592
313,112.235091985
314,94.0507394651
316,94.1455711626
324,94.1246854451
327,94.1172922024
329,94.6797541983
330,112.958432459
337,103.946646835
338,94.6405901488
339,104.24009397
340,94.2544882675
343,94.2086513562
345,116.370615538
346,94.118382677
347,113.078160959
349,113.407437964
350,95.1689092001
352,112.947163189
353,96.1498795746
354,78.0590650164
357,94.1934979639
358,113.356216638
