ID,y
3593,94.3688756623
3594,114.392009983
3595,94.5543056657
3599,94.5335907396
3600,104.96450215
3601,113.134494185
3602,94.6519849529
3604,94.5292871318
3609,115.088904115
3610,112.577361821
3612,112.165594358
3614,115.879131972
3615,94.5257878566
3617,96.8394709621
3618,111.624421656
3619,111.789764255
3620,112.355772504
3621,94.5257878566
3625,94.8474395123
3626,104.319360173
3630,104.253710738
3631,94.3828501927
3632,106.410335911
3633,95.3316925598
3634,111.624421656
3637,94.5292871318
3639,93.7076759352
3640,112.893113075
3641,94.246368595
3644,116.97575694
3645,94.5257878566
3646,92.8058508185
3647,94.3594882637
3648,112.75956347
3653,112.318023392
3654,102.503030531
3655,112.233931618
3659,102.937701345
3660,94.9925993654
3662,112.688070066
3666,94.3688756623
3668,97.2554648359
3671,93.5115778309
3673,94.6664517001
3674,114.951413492
3675,92.8058508185
3681,93.9936289112
3682,112.73892826
3686,112.305731972
3687,93.8441928256
3692,79.1483491562
3695,112.304343252
3696,94.6735167157
3699,114.134887168
3705,113.028925596
3707,78.1724917224
3708,94.8334944569
3709,113.215149609
3710,94.3845574192
3712,94.4349364308
3715,112.44444428
3716,94.3278099099
3720,113.471582976
3722,78.1724917224
3726,94.7106249178
3728,94.0813850263
3729,113.114358478
3731,103.420330566
3735,112.114165106
3736,96.2572187122
3739,103.371872316
3741,111.747730084
3743,103.532400995
3744,94.7511495784
3745,112.853013983
3746,94.3800108973
3751,92.8058508185
3753,94.8873291029
3760,112.156542126
3761,95.0672445779
3762,112.672151554
3763,94.6733972075
3765,93.6151821668
3768,112.52977553
3769,94.5257878566
3770,105.057783188
3773,112.578552694
3774,94.775887415
3776,94.6366505443
3778,95.7838168276
3779,113.772184759
3780,94.0534961717
3781,112.032440036
3782,97.0399691677
3783,113.134494185
3784,99.7539037403
3786,94.7106249178
3789,111.947226218
3790,98.5432459067
3793,112.295563702
3795,112.318023392
3797,94.7460443253
3798,115.925945363
3800,113.541218594
3804,95.3316925598
3810,94.4609456646
3815,113.452132623
3816,95.3316925598
3818,103.628720784
3824,113.134494185
3828,106.962427535
3830,111.742370655
3831,98.7612496741
3832,79.2098236158
3834,112.318023392
3835,94.6671468691
3836,112.961798862
3838,95.3141941603
3839,115.925945363
3840,112.14354482
3845,92.8058508185
3846,111.301101087
3847,94.3889322636
3849,79.3655137857
3853,111.4739183
3855,105.528862975
3856,94.5580183865
3864,79.0846667641
3865,94.7294364205
3866,112.114962722
3867,93.959154469
3868,113.541218594
3869,95.8434446395
3871,97.2035096895
3875,104.942084666
3876,93.6963387859
3878,94.5257878566
3879,112.011399304
3881,113.541218594
3883,112.795679452
3884,94.1874897139
3886,112.028833484
3890,94.7294364205
3893,112.044039471
3897,108.576734364
3901,93.4600622159
3902,111.682188124
3913,112.841352031
3914,94.1677299545
3916,93.6963387859
3917,112.318023392
3924,104.026691309
3925,96.5231898998
3928,94.870666858
3929,112.359946755
3932,94.6366505443
3933,104.076006928
3934,78.7354395196
3935,94.1874897139
3936,94.6366505443
3937,111.301101087
3938,94.1874897139
3939,112.961798862
3943,94.4542677067
3944,113.134494185
3945,112.348532119
3946,96.2103816819
3947,112.389674501
3948,99.4731589046
3949,112.980031288
3950,94.7272650785
3951,112.546839628
3952,95.0705137524
3953,114.850307839
3961,114.450463457
3962,93.870019222
3966,94.7396002437
3967,103.008144852
3968,94.4770169966
3969,112.269357764
3970,95.9258889173
3971,106.289506312
3973,94.1314471426
3974,112.980031288
3975,111.624421656
3977,108.963876766
3979,112.761454637
3985,94.9268510148
3986,103.833000428
3988,112.807335965
3991,94.4226012656
3992,103.950209598
3993,94.3930494076
3994,98.9372588255
3995,112.355772504
4005,113.070948614
4007,95.1721398357
4008,104.097732433
4009,98.512909891
4010,112.905762753
4011,79.2973834575
4012,94.3278099099
4013,103.944214811
4015,112.431096355
4016,114.116516714
4018,113.386755697
4025,94.6366505443
4026,113.386755697
4028,116.315822875
4029,94.775887415
4031,93.4496727423
4032,112.336196954
4033,94.0623192558
4034,102.86343775
4037,94.6346569775
4038,105.439480753
4039,95.1914869648
4041,94.775887415
4042,111.090813921
4043,94.6366505443
4044,104.076006928
4045,94.5989212676
4046,116.209573254
4047,97.7298386643
4048,105.728482467
4049,95.930215997
4051,95.9102085059
4052,112.753841514
4058,104.157733338
4062,110.661955796
4064,116.48510068
4067,94.5257878566
4068,79.3673801076
4070,92.9529796363
4072,115.79110313
4074,111.510457258
4075,96.0943509521
4076,112.889259505
4077,93.6963387859
4078,113.386755697
4080,104.076006928
4082,113.572453595
4085,94.9139965386
4086,115.517230323
4088,113.386755697
4089,95.1721398357
4092,79.3673801076
4094,98.0391472649
4095,111.45096541
4096,94.5945941879
4097,103.461989361
4102,94.3688756623
4105,112.723486294
4107,112.977684013
4111,94.5853705679
4112,104.262661235
4113,94.6346569775
4114,111.963648766
4115,93.5646343857
4116,112.175312078
4117,94.9987750841
4118,95.8434446395
4119,112.461508379
4120,93.0363237665
4122,78.5875647869
4125,93.7506808638
4126,112.304343252
4129,112.318023392
4134,114.257747151
4137,94.3688756623
4141,103.404472709
4142,94.6749949433
4144,95.3141941603
4145,104.026691309
4146,96.5694710589
4150,94.9044885093
4151,79.4314424005
4154,94.5257878566
4156,96.1581548566
4157,114.235084318
4159,114.116516714
4160,95.807874229
4161,113.772184759
4168,94.4130752283
4171,103.833000428
4172,105.583898154
4173,94.775887415
4175,94.0534961717
4176,104.076006928
4177,95.3141941603
4178,103.329340803
4179,94.9840768632
4181,113.120912389
4183,94.775887415
4184,112.52977553
4185,93.5991088279
4186,112.496205325
4188,118.017505092
4190,111.817081345
4192,93.7591912767
4193,112.044039471
4194,113.128772229
4195,95.7953737644
4196,79.2098236158
4202,94.775887415
4203,104.522470185
4208,94.775887415
4209,112.706619936
4210,99.8848017308
4211,112.528335605
4212,115.925945363
4214,104.253400863
4215,95.8730339722
4216,114.228235286
4217,93.2461261157
4219,94.7294364205
4222,111.301101087
4224,79.305905648
4231,103.833000428
4232,94.775887415
4234,99.8848017308
4236,95.3141941603
4237,104.320456859
4240,94.9931078808
4242,109.999702408
4243,95.0640412334
4247,94.1800651197
4248,112.308517503
4249,93.92081007
4254,104.253710738
4263,94.6530212414
4265,111.624421656
4267,112.635918063
4268,111.675850908
4271,113.706031192
4272,95.1721398357
4273,112.005677348
4274,93.5551083484
4276,94.3930494076
4278,94.6366505443
4280,94.8830020232
4281,112.336196954
4283,94.2544162109
4284,111.364629493
4285,94.5158122892
4286,111.816431781
4287,93.8292115362
4288,112.535859213
4289,93.959154469
4290,78.0434292618
4293,96.2847686769
4296,109.734908974
4297,93.7383456986
4299,94.1874897139
4303,114.397795786
4310,94.9329533848
4312,105.549178109
4318,104.320456859
4320,112.344016537
4322,97.3245845501
4323,118.119422774
4325,103.959421317
4326,112.456779446
4328,106.022217855
4330,103.971756482
4332,111.957441727
4333,94.1886955502
4335,95.2498571846
4336,112.809374309
4338,104.012916508
4341,94.4226012656
4342,106.576926098
4344,104.157733338
4347,99.2057190924
4348,104.238730449
4351,110.079776109
4352,95.1721398357
4353,114.306621974
4355,104.754232142
4356,94.9139965386
4359,104.545729582
4360,94.6366505443
4361,94.7212846578
4364,95.5938965425
4365,104.129290604
4368,94.5296473618
4372,94.4130752283
4374,94.0227011858
4376,94.6346569775
4377,103.901573941
4380,94.7511495784
4383,108.008868272
4384,94.6366505443
4385,106.640456625
4389,94.0084685257
4391,94.5257878566
4392,111.902412595
4393,94.2048345044
4395,94.0547839032
4396,112.914026367
4398,113.017705734
4399,100.085895037
4401,93.5167639494
4406,94.8749939376
4408,104.253400863
4412,104.238730449
4415,94.4226012656
4418,112.885270733
4419,94.0227011858
4420,79.4290834955
4422,113.134494185
4423,94.0227011858
4425,94.8379546223
4428,113.452333488
4431,113.964503458
4434,94.1874897139
4436,94.7396002437
4437,111.628179376
4439,115.925945363
4440,93.7763776324
4441,111.844893901
4444,94.4770169966
4445,104.253400863
4446,94.7272650785
4447,112.961785986
4452,103.002422896
4456,113.693696027
4457,94.3889322636
4458,112.077363521
4460,94.9139965386
4461,115.66860521
4462,93.5464804696
4465,103.355980642
4466,104.73630649
4468,96.6289861345
4469,104.104772153
4472,113.108577223
4475,94.5869102103
4478,93.5115778309
4479,111.435041126
4480,94.5860346411
4483,79.2559759206
4484,94.4821173562
4485,103.959421317
4486,95.9258889173
4488,94.5292871318
4489,104.316524292
4490,94.4130752283
4491,110.297424873
4492,95.1537761485
4493,112.281219784
4494,94.534279845
4495,103.355980642
4498,79.1158146086
4499,96.3076201534
4500,103.650674168
4503,112.868306009
4505,103.355980642
4506,94.2198382935
4507,94.6366505443
4508,104.320456859
4510,112.73892826
4511,93.5167639494
4513,95.9258889173
4516,79.3673801076
4519,93.7383456986
4521,94.2387804598
4531,94.4353812808
4532,79.0975391889
4533,94.5488589679
4534,111.822033758
4536,104.320456859
4537,94.3889322636
4539,94.6333959859
4542,103.431716184
4545,92.6653897348
4549,97.4211657764
4551,94.9044885093
4554,102.869159706
4556,113.391398958
4559,112.9670547
4561,112.421494634
4562,112.419346297
4566,115.149259591
4569,94.6278215338
4570,112.914026367
4573,95.8853691374
4574,106.251447314
4575,94.1151947161
4577,94.5098138924
4578,111.301101087
4580,112.256541969
4582,101.902057104
4583,113.134494185
4585,94.7511495784
4587,104.320456859
4595,93.2649376185
4596,113.170601251
4601,93.9866907443
4602,112.656181461
4603,94.7511495784
4605,112.322975805
4606,93.7786836644
4607,111.785525983
4608,94.1947266092
4610,95.9258889173
4613,103.002422896
4617,94.0074165755
4618,111.301101087
4619,93.1326559196
4620,94.4609456646
4622,99.909238409
4625,94.9139965386
4626,104.320456859
4627,94.4130752283
4629,94.0512832838
4631,93.5991088279
4633,104.320456859
4634,118.283907457
4635,94.6735167157
4639,94.8420190442
4640,106.72570557
4642,102.869159706
4644,113.926647657
4646,104.320456859
4647,97.2554648359
4648,84.7216340144
4649,95.1477526239
4650,113.755942252
4655,97.4211657764
4660,94.3397687871
4661,120.870249696
4662,93.8677535152
4663,114.460806348
4665,94.2431789034
4666,111.761182157
4667,102.869159706
4668,94.6469921427
4670,93.3685640584
4671,114.72096158
4672,94.8749939376
4673,102.869159706
4675,104.55416536
4676,94.4130752283
4677,112.190248781
4680,94.870666858
4682,94.7396002437
4683,116.012740731
4685,104.238730449
4686,94.6735167157
4688,113.134494185
4690,112.702069877
4692,114.270979611
4693,92.6653897348
4697,97.4211657764
4700,111.976283982
4702,112.573809194
4707,115.663633342
4708,94.9139965386
4710,78.0662055215
4716,97.4772959685
4717,94.870666858
4718,94.534279845
4720,95.9382240825
4721,79.305905648
4723,95.4569551213
4726,112.336196954
4727,93.5167639494
4729,95.7287387751
4731,93.9743555791
4732,113.528159459
4735,94.455746707
4736,103.833000428
4737,94.7511495784
4738,111.508747321
4739,111.455563985
4744,103.959421317
4747,94.534279845
4749,116.293059396
4750,94.9139965386
4752,113.134494185
4755,94.8093693908
4756,103.617732244
4757,112.578552694
4758,94.4954201068
4759,104.15064813
4763,94.870666858
4764,104.30172227
4765,94.534279845
4766,98.0202975251
4767,111.92065508
4769,111.364629493
4770,93.8008993332
4771,80.4875004507
4772,104.320456859
4774,113.128772229
4776,113.177340511
4777,111.399547125
4778,95.0516354907
4780,95.0672445779
4784,95.0672445779
4786,94.5296473618
4787,79.4290834955
4788,97.0025835582
4789,113.134494185
4791,105.025179717
4792,95.2441173301
4795,113.250627476
4796,94.6890066638
4803,94.1691177418
4805,94.870666858
4807,95.8730339722
4809,94.32311658
4816,95.6053826458
4817,79.5038835947
4818,93.5167639494
4820,94.534279845
4821,104.253710738
4823,112.726593094
4824,94.0985644275
4825,111.613060952
4829,103.778909323
4830,94.775887415
4831,113.248327142
4833,106.739649619
4836,94.1800651197
4837,113.134494185
4838,93.8634699293
4840,95.807108604
4841,79.3673801076
4842,93.8251255303
4843,112.719656083
4844,93.5268271486
4849,110.816668109
4851,104.751550937
4852,94.4796559131
4858,94.1590038905
4860,94.775887415
4863,112.440306137
4864,95.3995577331
4865,111.510457258
4867,113.285311492
4868,93.9953884724
4869,111.943502234
4873,94.3550535801
4875,94.7164342664
4876,113.488549866
4877,93.8681797048
4878,111.301101087
4880,79.3655137857
4886,111.428129223
4888,105.382389361
4889,95.1588206764
4890,112.096924268
4893,94.8334944569
4895,94.3202305664
4896,104.320456859
4899,99.8848017308
4901,94.7938210571
4902,112.687909261
4903,93.6963387859
4904,113.134494185
4910,94.1874897139
4912,93.1326559196
4915,96.5231898998
4916,104.262661235
4917,94.7304127459
4920,104.320456859
4927,102.869159706
4928,94.4821173562
4931,102.869159706
4934,93.6377906202
4936,94.534279845
4939,114.397795786
4942,113.181767146
4943,95.3316925598
4944,104.359038349
4945,94.5869102103
4947,111.301101087
4948,94.1348593486
4951,95.8853691374
4952,113.134494185
4953,93.959154469
4956,93.6963387859
4957,112.460022114
4958,94.1328657819
4960,94.8749939376
4968,95.2541842642
4969,104.052427504
4971,105.731554569
4973,112.908304412
4975,116.975006852
4976,98.1230383516
4978,93.1178088006
4979,114.464208692
4982,95.807874229
4983,112.373872708
4984,94.1816040508
4985,115.66860521
4986,93.5115778309
4987,114.450463457
4988,94.4770169966
4994,101.716787985
4995,94.775887415
5002,80.767369556
5004,94.9238356385
5005,103.220534413
5006,95.3141941603
5007,104.525859186
5009,111.768262817
5011,112.908304412
5014,95.0516354907
5015,104.665269153
5018,94.1874897139
5019,113.250544393
5020,93.2649109483
5021,112.517688657
5022,94.5869102103
5023,93.7000515067
5025,94.775887415
5032,97.7956970429
5034,95.1052261357
5036,93.3444074241
5038,95.2853823607
5039,113.78812203
5046,95.4076605
5049,113.250544393
5051,94.7511495784
5052,94.1691177418
5053,113.128772229
5054,94.775887415
5055,94.7511495784
5057,94.3889322636
5059,93.5028069883
5062,99.7227548107
5063,111.53519852
5065,113.729930149
5069,94.3889322636
5071,94.870666858
5074,113.070051393
5075,94.1691177418
5076,113.862262343
5077,79.3673801076
5079,104.266726462
5080,94.4078891098
5081,112.914026367
5083,102.978207911
5088,104.959530282
5089,94.3745661193
5093,112.652530889
5094,104.755223434
5095,94.4839599003
5099,110.643269609
5101,112.005677348
5103,104.090987217
5104,94.3530071031
5105,112.708430077
5107,97.4211657764
5108,115.361874693
5109,94.3061996672
5111,93.3359465834
5112,111.455563985
5113,94.6174189381
5114,111.903255284
5115,95.807874229
5118,94.8620765549
5122,94.775887415
5123,79.3673801076
5125,94.6735167157
5127,104.283057542
5128,96.4701803913
5129,115.412945716
5132,95.3141941603
5134,112.714931142
5135,94.7272650785
5137,111.554918605
5142,94.4696755965
5143,104.268389376
5144,96.978522717
5148,93.9894946035
5149,95.1914869648
5150,104.026691309
5154,79.4290834955
5155,93.6596688957
5159,93.0239886012
5164,94.5477673053
5165,113.170601251
5166,93.1178088006
5167,115.421963707
5169,94.260092506
5171,93.5991088279
5172,112.330358557
5176,95.611682947
5184,113.026261208
5185,94.3688756623
5186,112.571298148
5188,104.013666597
5189,113.334086969
5190,94.031799544
5191,113.170601251
5193,112.318023392
5196,94.7511495784
5199,79.3720342377
5200,103.833000428
5203,94.2015442794
5204,111.682188124
5205,94.1348593486
5207,94.3202305664
5208,110.466038408
5212,94.3745661193
5214,94.3202305664
5218,93.9895117672
5220,97.3245845501
5222,93.5551083484
5224,97.2554648359
5225,104.320456859
5227,110.827230143
5229,104.942001584
5232,93.5167639494
5233,115.093875983
5234,104.221991283
5237,112.914026367
5239,114.462400789
5240,93.5262899867
5241,113.250544393
5244,94.1393245689
5248,112.201309606
5251,93.8055858261
5253,94.9139965386
5255,94.4226012656
5256,105.018414521
5257,95.0514054493
5259,96.8124978462
5260,112.128732855
5266,94.5257878566
5268,93.6963387859
5275,112.914026367
5276,112.059526199
5277,96.413188022
5279,94.4226012656
5280,104.942084666
5281,94.4954201068
5283,97.0757104301
5284,78.1724917224
5285,94.775887415
5286,104.353720625
5287,94.2808832282
5289,93.7506808638
5290,112.318023392
5292,104.380975894
5293,94.4078891098
5294,104.608753795
5297,93.3359465834
5299,104.73630649
5302,95.4240977217
5305,77.8231775282
5306,94.4226012656
5308,94.5322862783
5309,94.0298627304
5310,112.405661702
5312,112.005677348
